




0.26




0.26
0.42
0.68
0.67
0.72
0.85
0.8,0.31
0.85,0.38
0.8,0.51
0.7,0.58
0.74,0.48
0.79,0.49
0.84
0.84,0.33
0.77,0.4,0.39
0.79,0.53
0.66,0.63,0.37
0.77,0.7
0.76,0.76
0.8,0.78
0.8,0.78
0.79,0.72
0.68,0.67
0.71,0.65
0.76,0.76
0.79,0.75
0.81,0.77
0.86,0.81
0.84,0.77
0.77,0.64
0.78,0.47
0.83,0.63
0.78,0.65
0.83,0.59,0.33
0.83,0.79,0.28
0.83,0.71,0.67,0.39,0.37
0.88,0.65,0.34
0.85,0.66
0.76,0.61
0.77,0.73
0.7,0.62
0.72,0.54
0.61,0.5
0.57,0.45
0.6,0.45
0.68,0.54
0.69,0.62
0.69,0.62
0.72,0.65
0.71,0.56
0.76,0.62
0.65,0.53
0.69,0.6
0.77,0.51
0.69,0.52
0.62,0.46
0.54,0.46
0.39,0.27
0.49
0.6,0.39
0.67,0.41
0.57,0.32
0.61
0.68
0.55
0.54
0.54
0.55,0.25
0.56
0.58
0.67
0.54,0.28
0.54,0.33
0.67,0.52
0.63,0.61
0.55,0.47
0.52,0.28
0.53,0.41
0.49,0.28
0.61,0.51
0.56,0.47
0.72,0.5
0.63,0.6
0.62,0.42
0.64,0.63
0.67,0.54
0.67,0.55
0.64,0.52
0.7,0.49
0.63,0.31
0.67,0.47
0.59,0.58
0.56,0.28
0.53
0.6
0.55,0.41
0.5,0.49
0.56,0.4
0.59,0.29
0.64,0.52
0.64,0.57
0.72,0.3
0.66,0.28
0.76,0.38,0.29
0.68,0.4
0.62,0.33,0.28
0.6,0.28
0.67
0.69
0.62
0.68
0.73
0.71,0.41
0.66
0.59,0.27
0.59,0.36
0.54,0.26
0.49,0.26
0.45,0.34,0.3
0.38,0.37,0.33
0.45,0.4,0.31
0.46,0.46,0.29
0.49,0.47
0.55,0.45
0.73,0.4
0.59,0.36
0.56,0.42
0.59,0.43
0.74,0.38
0.76,0.38
0.68,0.38
0.61,0.4
0.48,0.34
0.56,0.34,0.26
0.62,0.34
0.66,0.35,0.25
0.65,0.37
0.39,0.34
0.57,0.4
0.47,0.32
0.47,0.26
0.52,0.29,0.26,0.26
0.61,0.3
0.63
0.62,0.29,0.27
0.61,0.3
0.55,0.32,0.27
0.55,0.32
0.52,0.33,0.26
0.54,0.33
0.54,0.32
0.51,0.29
0.47,0.27
0.43
0.49,0.27
0.51,0.31,0.28
0.45,0.29
0.52,0.35,0.34
0.53,0.29
0.5,0.33,0.29
0.57
0.62
0.61
0.61,0.29
0.6
0.58
0.58
0.56,0.25
0.58
0.58
0.58
0.56
0.56,0.26
0.56,0.26
0.55
0.57
0.55
0.54
0.54
0.55
0.56
0.55,0.25
0.55,0.26
0.49
0.48,0.25
0.48
0.5,0.29
0.45,0.27,0.26,0.26
0.44,0.42,0.28
0.43,0.42,0.26
0.49,0.37,0.29
0.52,0.35
0.54,0.37,0.33
0.54,0.45,0.42,0.31
0.55,0.47,0.35
0.53,0.39,0.38,0.34
0.5,0.4,0.32
0.49,0.38,0.3
0.49,0.34,0.32
