0.64,0.48,0.45,0.42,0.41,0.38
0.71,0.6,0.45,0.45,0.34,0.33
0.75,0.64,0.5,0.48,0.32,0.29
0.67,0.6,0.57,0.52,0.48,0.48
0.63,0.6,0.53,0.52,0.47,0.42
0.55,0.53,0.53,0.49,0.47,0.4
0.63,0.53,0.52,0.46,0.4,0.31
0.66,0.62,0.58,0.46,0.4,0.39
0.75,0.5,0.46,0.36,0.36,0.35
0.57,0.56,0.45,0.39,0.35,0.33
0.67,0.56,0.34,0.33,0.33,0.33
0.68,0.48,0.41,0.38,0.35,0.32
0.57,0.55,0.49,0.39,0.31,0.27
0.6,0.47,0.46,0.4,0.39,0.35
0.57,0.48,0.47,0.45,0.32,0.31
0.55,0.5,0.43,0.4,0.35,0.34
0.6,0.55,0.39,0.39,0.39,0.36
0.57,0.55,0.49,0.4,0.37,0.35
0.65,0.49,0.48,0.39,0.39,0.34
0.65,0.57,0.49,0.47,0.47,0.46
0.66,0.55,0.54,0.47,0.46,0.43
0.75,0.53,0.42,0.41,0.41,0.38
0.73,0.62,0.43,0.43,0.38,0.32
0.77,0.39,0.38,0.35,0.29,0.29
0.66,0.52,0.41,0.38,0.34,0.34
0.66,0.53,0.42,0.38,0.33,0.27
0.58,0.44,0.4,0.37,0.37,0.32
0.57,0.46,0.38,0.33,0.28,0.25
0.68,0.49,0.43,0.38,0.35
0.59,0.52,0.33,0.32,0.29,0.26
0.62,0.39,0.38,0.37,0.32,0.32
0.58,0.45,0.38,0.37
0.52,0.44,0.37,0.31
0.64,0.38,0.35,0.27
0.58,0.39,0.28,0.28,0.25
0.59,0.44,0.36,0.32,0.3,0.29
0.56,0.32,0.31,0.28,0.26
0.64,0.53,0.39,0.35,0.3
0.63,0.62,0.35,0.27,0.26
0.65,0.41,0.4,0.39,0.34,0.29
0.55,0.46,0.42,0.41,0.31,0.26
0.71,0.52,0.45,0.38,0.33,0.29
0.55,0.54,0.52,0.35,0.32,0.27
0.61,0.57,0.52,0.5,0.49,0.46
0.54,0.53,0.5,0.48,0.45,0.43
0.52,0.52,0.46,0.45,0.44,0.42
0.59,0.52,0.46,0.4,0.37,0.34
0.58,0.56,0.51,0.5,0.46,0.38
0.73,0.48,0.48,0.44,0.44,0.42
0.68,0.59,0.51,0.46,0.42,0.42
0.79,0.59,0.47,0.4,0.4,0.35
0.71,0.63,0.6,0.52,0.46,0.4
0.74,0.64,0.47,0.47,0.41,0.32
0.72,0.52,0.48,0.45,0.38,0.35
0.69,0.46,0.44,0.42,0.41,0.4
0.73,0.71,0.54,0.53,0.5,0.45
0.67,0.61,0.53,0.48,0.42,0.39
0.66,0.62,0.52,0.5,0.46,0.43
0.71,0.46,0.44,0.43,0.41,0.38
0.73,0.7,0.46,0.4,0.38,0.33
0.73,0.66,0.46,0.45,0.36,0.36
0.75,0.65,0.61,0.41,0.41,0.41
0.68,0.55,0.54,0.45,0.4,0.31
0.65,0.65,0.39,0.37,0.28,0.28
0.71,0.65,0.47,0.41,0.39,0.36
0.74,0.6,0.48,0.41,0.38,0.34
0.74,0.59,0.39,0.39,0.38,0.34
0.78,0.77,0.46,0.45,0.31,0.27
0.85,0.71,0.49,0.43,0.43,0.36
0.83,0.81,0.56,0.48,0.43,0.37
0.81,0.79,0.5,0.45,0.34,0.28
0.82,0.52,0.49,0.46,0.32,0.28
0.83,0.53,0.44,0.41,0.34
0.85,0.59,0.46,0.31,0.27,0.26
0.81,0.46,0.41,0.37,0.37,0.33
0.82,0.67,0.54,0.52,0.48,0.45
0.84,0.58,0.56,0.52,0.46,0.46
0.81,0.58,0.58,0.41,0.4,0.39
0.82,0.67,0.51,0.47,0.47,0.4
0.8,0.55,0.46,0.39,0.37,0.35
0.78,0.53,0.46,0.43,0.42,0.36
0.82,0.57,0.55,0.52,0.45,0.38
0.79,0.71,0.66,0.47,0.44,0.41
0.83,0.61,0.61,0.49,0.39,0.38
0.78,0.53,0.5,0.44,0.34,0.31
0.77,0.55,0.44,0.41,0.37,0.34
0.74,0.68,0.5,0.38,0.38,0.33
0.71,0.68,0.52,0.44,0.4,0.36
0.72,0.71,0.66,0.48,0.29,0.28
0.74,0.54,0.47,0.42,0.29,0.28
0.69,0.58,0.48,0.46,0.43,0.41
0.75,0.55,0.54,0.46,0.43,0.41
0.79,0.57,0.57,0.53,0.47,0.42
0.77,0.59,0.55,0.5,0.43,0.42
0.85,0.57,0.52,0.52,0.36,0.35
0.85,0.63,0.62,0.54,0.41,0.4
0.8,0.66,0.65,0.58,0.54,0.29
0.74,0.68,0.54,0.4,0.39,0.38
0.67,0.67,0.61,0.49,0.47,0.44
0.73,0.73,0.51,0.47,0.44,0.41
0.77,0.62,0.52,0.5,0.49,0.4
0.77,0.71,0.71,0.46,0.41,0.41
0.85,0.8,0.69,0.37,0.36,0.3
0.84,0.7,0.57,0.31,0.3,0.28
0.77,0.67,0.56,0.47,0.43,0.34
0.72,0.69,0.58,0.37,0.3,0.27
0.78,0.64,0.52,0.42,0.4,0.3
0.75,0.72,0.52,0.45,0.38,0.36
0.7,0.69,0.63,0.51,0.42,0.36
0.66,0.64,0.6,0.41,0.35,0.35
0.74,0.66,0.5,0.45,0.35,0.34
0.67,0.66,0.65,0.45,0.36,0.35
0.65,0.57,0.44,0.38,0.34,0.31
0.63,0.6,0.49,0.46,0.42,0.35
0.79,0.6,0.53,0.48,0.36,0.33
0.83,0.74,0.61,0.44,0.41,0.29
0.81,0.64,0.6,0.51,0.39,0.37
0.77,0.64,0.55,0.47,0.38,0.36
0.71,0.69,0.5,0.47,0.38,0.31
0.69,0.6,0.56,0.53,0.44,0.43
0.73,0.68,0.55,0.53,0.53,0.46
0.76,0.72,0.65,0.56,0.51,0.45
0.73,0.73,0.57,0.55,0.52,0.45
0.69,0.67,0.61,0.52,0.48,0.38
0.76,0.75,0.71,0.56,0.44,0.37
0.7,0.67,0.63,0.62,0.48,0.41
0.82,0.76,0.62,0.61,0.58,0.39
0.79,0.69,0.69,0.62,0.52,0.46
0.79,0.69,0.61,0.6,0.42,0.39
0.79,0.76,0.67,0.65,0.5,0.43
0.81,0.68,0.66,0.65,0.53,0.47
0.76,0.64,0.59,0.56,0.5,0.41
0.78,0.76,0.58,0.55,0.52,0.46
0.71,0.63,0.57,0.5,0.47,0.44
0.77,0.65,0.58,0.51,0.5,0.49
0.7,0.61,0.56,0.5,0.49,0.47
0.7,0.68,0.58,0.49,0.46,0.41
0.76,0.69,0.6,0.52,0.42,0.41
0.79,0.58,0.56,0.5,0.37,0.31
0.78,0.6,0.6,0.39,0.36,0.33
0.85,0.65,0.63,0.4,0.4,0.33
0.66,0.65,0.56,0.44,0.41,0.38
0.7,0.54,0.54,0.45,0.38,0.38
0.72,0.55,0.49,0.43,0.42,0.4
0.68,0.54,0.37,0.35,0.31,0.26
0.68,0.56,0.44,0.35,0.34
0.7,0.63,0.45,0.42,0.33,0.29
0.69,0.67,0.53,0.48,0.29
0.74,0.69,0.62,0.41,0.32,0.31
0.69,0.68,0.66,0.51,0.5,0.26
0.74,0.63,0.59,0.54,0.45,0.34
0.72,0.62,0.46,0.41,0.3,0.26
0.65,0.57,0.47,0.46,0.42,0.33
0.63,0.59,0.51,0.5,0.4,0.39
0.62,0.61,0.47,0.43,0.33,0.3
0.71,0.58,0.51,0.43,0.4,0.3
0.59,0.51,0.44,0.41,0.37,0.34
0.58,0.56,0.51,0.47,0.47,0.35
0.61,0.58,0.52,0.49,0.36,0.26
0.63,0.58,0.58,0.53,0.42,0.36
0.79,0.68,0.6,0.6,0.5,0.38
0.74,0.72,0.69,0.54,0.47,0.43
0.68,0.68,0.65,0.47,0.41,0.34
0.62,0.61,0.56,0.55,0.34,0.32
0.6,0.57,0.55,0.53,0.41,0.29
0.63,0.62,0.58,0.51,0.47,0.38
0.71,0.67,0.54,0.5,0.35,0.34
0.69,0.68,0.54,0.42,0.37
0.62,0.59,0.5,0.47,0.39,0.36
0.65,0.61,0.59,0.47,0.46,0.3
0.69,0.69,0.58,0.41,0.4,0.29
0.66,0.65,0.49,0.38,0.37,0.35
0.72,0.62,0.54,0.33,0.31,0.26
0.7,0.54,0.53,0.43,0.38,0.31
0.65,0.55,0.52,0.43,0.31,0.26
0.68,0.65,0.59,0.48,0.4,0.28
0.6,0.55,0.54,0.53,0.46,0.27
0.66,0.65,0.63,0.51,0.5
0.71,0.69,0.62,0.59,0.39,0.33
0.68,0.63,0.63,0.58,0.44,0.44
0.77,0.72,0.68,0.58,0.55,0.41
0.76,0.67,0.62,0.58,0.52,0.35
0.78,0.68,0.65,0.57,0.51,0.4
0.75,0.7,0.67,0.49,0.47,0.38
0.76,0.7,0.69,0.61,0.54,0.48
0.67,0.63,0.63,0.53,0.4,0.36
0.68,0.64,0.61,0.54,0.48,0.42
0.68,0.66,0.55,0.51,0.45,0.33
0.69,0.64,0.57,0.57,0.53,0.52
0.71,0.69,0.69,0.66,0.58,0.34
0.68,0.66,0.65,0.63,0.55,0.34
