0.73,0.71,0.43,0.42,0.39,0.36
0.73,0.71,0.48,0.43,0.39,0.37
0.77,0.76,0.48,0.41,0.4,0.39
0.67,0.66,0.62,0.51,0.5,0.44
0.76,0.65,0.64,0.54,0.47,0.47
0.71,0.62,0.51,0.46,0.42,0.42
0.78,0.62,0.6,0.46,0.42,0.42
0.66,0.66,0.65,0.43,0.36,0.34
0.63,0.61,0.52,0.52,0.45,0.38
0.75,0.69,0.63,0.56,0.47,0.42
0.74,0.71,0.68,0.43,0.41,0.35
0.78,0.75,0.61,0.54,0.41,0.37
0.83,0.81,0.6,0.59,0.42,0.36
0.81,0.79,0.69,0.58,0.51,0.4
0.86,0.83,0.77,0.6,0.45,0.36
0.89,0.77,0.68,0.42,0.4,0.39
0.86,0.73,0.58,0.43,0.4,0.39
0.87,0.67,0.63,0.51,0.36,0.31
0.87,0.72,0.59,0.46,0.29,0.27
0.86,0.73,0.68,0.51
0.87,0.71,0.61,0.52,0.39
0.86,0.73,0.62,0.42,0.32,0.31
0.9,0.82,0.58,0.41,0.34,0.33
0.89,0.87,0.69,0.47,0.44,0.27
0.91,0.88,0.73,0.47,0.43,0.31
0.89,0.85,0.75,0.36,0.26,0.26
0.89,0.82,0.76,0.37,0.29,0.27
0.87,0.86,0.78,0.45,0.33,0.32
0.87,0.76,0.73,0.36,0.3,0.29
0.82,0.72,0.54,0.37,0.34,0.32
0.83,0.73,0.48,0.43,0.42,0.39
0.79,0.69,0.61,0.54,0.42,0.41
0.78,0.59,0.45,0.44,0.38,0.35
0.81,0.64,0.6,0.57,0.4,0.36
0.68,0.67,0.65,0.58,0.35,0.33
0.79,0.69,0.69,0.57,0.37,0.36
0.7,0.61,0.44,0.43,0.41,0.41
0.66,0.65,0.48,0.39,0.38,0.37
0.68,0.59,0.45,0.45,0.43,0.42
0.65,0.62,0.53,0.46,0.43,0.41
0.6,0.48,0.47,0.46,0.45,0.44
0.64,0.63,0.55,0.55,0.53,0.53
0.73,0.66,0.64,0.59,0.48,0.46
0.68,0.62,0.55,0.49,0.49,0.42
0.68,0.62,0.6,0.42,0.41,0.39
0.7,0.67,0.62,0.43,0.41,0.4
0.71,0.66,0.55,0.55,0.42,0.4
0.71,0.67,0.64,0.39,0.39,0.38
0.76,0.65,0.62,0.57,0.49,0.48
0.79,0.73,0.69,0.64,0.61,0.42
0.86,0.8,0.65,0.61,0.56,0.45
0.8,0.77,0.72,0.59,0.56,0.43
0.81,0.66,0.59,0.46,0.45,0.37
0.81,0.71,0.67,0.49,0.47,0.42
0.84,0.74,0.62,0.49,0.46,0.4
0.77,0.74,0.66,0.41,0.41,0.41
0.8,0.72,0.51,0.47,0.42,0.38
0.84,0.82,0.47,0.41,0.4,0.37
0.86,0.74,0.52,0.45,0.45,0.42
0.78,0.55,0.53,0.52,0.49,0.43
0.75,0.61,0.51,0.49,0.47,0.45
0.82,0.72,0.49,0.46,0.42,0.4
0.87,0.56,0.5,0.44,0.41,0.36
0.83,0.64,0.47,0.46,0.44,0.44
0.86,0.6,0.52,0.49,0.48,0.4
0.93,0.71,0.5,0.44,0.44,0.44
0.91,0.64,0.42,0.39,0.39,0.37
0.89,0.76,0.67,0.56,0.43,0.4
0.93,0.9,0.69,0.56,0.47,0.47
0.94,0.91,0.72,0.62,0.45,0.41
0.9,0.9,0.58,0.52,0.48,0.47
0.93,0.82,0.56,0.53,0.43,0.41
0.88,0.8,0.64,0.56,0.45,0.43
0.91,0.89,0.44,0.44,0.39,0.37
0.92,0.89,0.53,0.52,0.49,0.46
0.89,0.85,0.57,0.52,0.47,0.47
0.84,0.64,0.45,0.44,0.38,0.37
0.9,0.81,0.69,0.47,0.46,0.45
0.88,0.88,0.73,0.54,0.52,0.41
0.88,0.84,0.63,0.62,0.46,0.45
0.84,0.78,0.74,0.59,0.58,0.5
0.86,0.85,0.63,0.61,0.51,0.47
0.85,0.83,0.64,0.56,0.52,0.44
0.85,0.76,0.69,0.57,0.5,0.45
0.85,0.81,0.75,0.62,0.57,0.51
0.83,0.78,0.71,0.6,0.47,0.46
0.86,0.78,0.66,0.46,0.45,0.44
0.87,0.76,0.76,0.71,0.48,0.48
0.85,0.76,0.58,0.53,0.51,0.48
0.82,0.79,0.69,0.54,0.51,0.49
0.78,0.61,0.61,0.6,0.57,0.49
0.84,0.75,0.71,0.58,0.55,0.5
0.8,0.79,0.72,0.62,0.54,0.44
0.8,0.7,0.65,0.62,0.56,0.39
0.83,0.69,0.61,0.59,0.57,0.45
0.82,0.73,0.65,0.59,0.56,0.48
0.86,0.73,0.71,0.67,0.55,0.55
0.85,0.83,0.72,0.56,0.55,0.53
0.85,0.82,0.78,0.63,0.55,0.48
0.87,0.83,0.79,0.56,0.55,0.54
0.82,0.82,0.81,0.56,0.53,0.52
0.86,0.82,0.8,0.56,0.49,0.47
0.8,0.79,0.78,0.51,0.44,0.43
0.82,0.81,0.79,0.48,0.47,0.45
0.83,0.83,0.75,0.51,0.48,0.47
0.8,0.79,0.79,0.5,0.46,0.45
0.84,0.81,0.78,0.54,0.5,0.5
0.84,0.81,0.79,0.53,0.48,0.44
0.8,0.79,0.78,0.51,0.5,0.45
0.83,0.77,0.72,0.51,0.51,0.47
