0.78,0.73,0.68,0.68,0.67
0.77,0.73,0.73,0.67,0.64
0.85,0.8,0.7,0.65,0.63
0.84,0.75,0.72,0.69,0.66
0.84,0.7,0.67,0.65,0.63
0.81,0.72,0.69,0.68,0.68
0.81,0.78,0.73,0.71,0.68
0.81,0.75,0.75,0.69,0.67
0.82,0.74,0.73,0.71,0.62
0.83,0.79,0.7,0.69,0.65
0.83,0.8,0.71,0.64,0.63
0.82,0.71,0.7,0.69,0.66
0.82,0.81,0.7,0.7,0.65
0.81,0.79,0.71,0.69,0.69
0.76,0.75,0.7,0.67,0.66
0.84,0.76,0.7,0.67,0.64
0.81,0.75,0.7,0.68,0.66
0.82,0.71,0.7,0.7,0.65
0.79,0.73,0.67,0.64,0.62
0.79,0.73,0.73,0.71,0.65
0.73,0.73,0.71,0.63,0.59
0.72,0.7,0.64,0.63,0.62
0.79,0.74,0.68,0.66,0.64
0.8,0.77,0.71,0.64,0.63
0.79,0.76,0.71,0.64,0.59
0.77,0.74,0.71,0.68,0.63
0.73,0.71,0.7,0.65,0.59
0.73,0.72,0.72,0.64,0.55
0.73,0.72,0.68,0.68,0.64
0.76,0.73,0.72,0.67,0.63
0.76,0.73,0.73,0.68,0.65
0.76,0.71,0.7,0.66,0.65
0.71,0.68,0.65,0.63,0.62
0.78,0.74,0.71,0.69,0.69
0.79,0.72,0.68,0.64,0.64
0.77,0.73,0.72,0.68,0.66
0.79,0.79,0.72,0.7,0.61
0.81,0.73,0.72,0.71,0.7
0.81,0.74,0.67,0.67,0.67
0.8,0.75,0.75,0.67,0.66
0.8,0.75,0.69,0.68,0.64
0.83,0.76,0.73,0.72,0.67
0.84,0.76,0.74,0.72,0.66
0.82,0.82,0.76,0.75,0.72
0.78,0.74,0.73,0.72,0.71
0.84,0.74,0.73,0.71,0.7
0.86,0.75,0.72,0.71,0.66
0.82,0.77,0.7,0.69,0.65
0.81,0.73,0.68,0.65,0.62
0.77,0.73,0.69,0.69,0.65
0.79,0.77,0.75,0.71,0.69
0.74,0.73,0.73,0.7,0.66
0.79,0.74,0.7,0.67,0.65
0.77,0.73,0.71,0.71,0.64
0.76,0.72,0.71,0.7,0.67
0.78,0.77,0.73,0.72,0.69
0.83,0.74,0.74,0.72,0.68
0.75,0.74,0.73,0.72,0.68
0.74,0.74,0.72,0.7,0.64
0.74,0.73,0.72,0.72,0.67
0.74,0.73,0.71,0.69,0.66
0.72,0.71,0.7,0.69,0.66
0.72,0.71,0.67,0.67,0.65
0.74,0.72,0.68,0.65,0.65
0.78,0.75,0.7,0.68,0.64
0.75,0.74,0.73,0.71,0.71
0.74,0.73,0.72,0.67,0.65
0.75,0.75,0.73,0.71,0.65
0.76,0.71,0.7,0.67,0.64
0.75,0.73,0.73,0.65,0.64
0.73,0.73,0.66,0.65,0.55
0.74,0.73,0.67,0.62,0.6
0.8,0.73,0.7,0.63,0.62
0.74,0.72,0.71,0.63,0.61
0.76,0.7,0.7,0.64,0.61
0.76,0.75,0.7,0.7,0.6
0.79,0.72,0.67,0.54,0.53
0.78,0.71,0.71,0.59,0.58
0.77,0.69,0.66,0.65,0.6
0.83,0.69,0.65,0.63,0.55
0.81,0.71,0.65,0.64,0.56
0.73,0.72,0.7,0.66,0.53
0.73,0.72,0.69,0.57,0.52
0.72,0.7,0.7,0.64,0.55
0.73,0.7,0.69,0.6,0.57
0.78,0.75,0.69,0.66,0.57
0.78,0.77,0.67,0.57,0.52
0.73,0.72,0.72,0.58,0.55
0.75,0.71,0.7,0.61,0.56
0.75,0.71,0.7,0.69,0.53
0.78,0.76,0.75,0.69,0.6
0.82,0.74,0.72,0.71,0.59
0.72,0.69,0.69,0.68,0.67
0.8,0.69,0.69,0.68,0.63
0.8,0.67,0.66,0.61,0.61
0.76,0.71,0.68,0.63,0.61
0.77,0.7,0.7,0.6,0.6
0.78,0.71,0.67,0.67,0.62
0.73,0.72,0.72,0.65,0.61
0.79,0.73,0.72,0.71,0.61
0.8,0.74,0.72,0.69,0.58
0.8,0.74,0.74,0.69,0.68
0.76,0.74,0.7,0.65,0.59
0.73,0.71,0.71,0.67,0.65
0.72,0.7,0.69,0.69,0.59
0.74,0.73,0.71,0.7,0.6
0.78,0.77,0.72,0.68,0.67
0.82,0.73,0.7,0.69,0.69
0.82,0.73,0.73,0.67,0.67
0.81,0.7,0.7,0.67,0.62
0.79,0.69,0.69,0.63,0.58
0.77,0.72,0.69,0.64,0.57
0.74,0.73,0.68,0.65,0.57
0.75,0.71,0.67,0.64,0.53
0.77,0.67,0.67,0.66,0.55
0.77,0.69,0.68,0.64,0.58
0.82,0.7,0.67,0.61,0.52
0.8,0.69,0.68,0.62,0.6
0.82,0.74,0.68,0.64,0.63
0.8,0.71,0.67,0.67,0.66
0.79,0.74,0.69,0.64,0.63
0.76,0.72,0.66,0.63,0.62
0.82,0.71,0.67,0.67,0.64
0.86,0.69,0.68,0.67,0.62
0.81,0.67,0.66,0.63,0.59
0.85,0.69,0.66,0.63,0.58
0.79,0.68,0.67,0.65,0.63
0.85,0.69,0.66,0.65,0.63
0.78,0.69,0.68,0.64,0.61
0.79,0.66,0.65,0.64,0.62
0.72,0.69,0.66,0.65,0.59
0.81,0.69,0.66,0.62,0.61
0.81,0.68,0.65,0.61,0.53
0.8,0.69,0.62,0.61,0.58
0.8,0.7,0.62,0.58,0.57
0.73,0.72,0.64,0.58,0.56
0.83,0.74,0.62,0.61,0.59
0.86,0.69,0.61,0.6,0.53
0.77,0.75,0.62,0.61,0.56
0.82,0.79,0.57,0.57,0.55
0.78,0.76,0.58,0.57,0.54
0.8,0.72,0.56,0.53,0.51
0.76,0.74,0.55,0.53,0.52
0.81,0.79,0.63,0.6,0.52
0.76,0.66,0.54,0.52,0.47
0.82,0.7,0.6,0.55,0.5
0.79,0.7,0.68,0.55,0.52
0.75,0.7,0.68,0.58,0.53
0.77,0.73,0.67,0.56,0.56
0.77,0.7,0.65,0.61,0.59
0.8,0.75,0.63,0.59,0.59
0.77,0.76,0.63,0.55,0.54
0.78,0.73,0.64,0.6,0.56
0.8,0.66,0.65,0.63,0.59
0.82,0.7,0.66,0.66,0.55
0.72,0.71,0.69,0.65,0.57
0.74,0.69,0.64,0.63,0.59
0.71,0.68,0.63,0.61,0.6
0.75,0.7,0.62,0.55,0.53
0.73,0.72,0.58,0.58,0.57
0.8,0.6,0.59,0.55,0.54
0.79,0.59,0.58,0.57,0.57
0.78,0.67,0.55,0.54,0.52
0.79,0.57,0.56,0.52,0.51
0.78,0.58,0.53,0.49,0.49
0.74,0.67,0.56,0.51,0.51
0.72,0.63,0.62,0.52,0.5
0.76,0.66,0.6,0.54,0.5
0.77,0.69,0.63,0.5,0.48
0.79,0.66,0.54,0.51,0.47
0.77,0.64,0.58,0.55,0.45
0.79,0.66,0.63,0.52,0.47
0.78,0.64,0.57,0.47,0.45
0.8,0.61,0.59,0.54,0.47
0.8,0.63,0.56,0.55,0.55
0.79,0.54,0.51,0.49,0.48
0.78,0.55,0.53,0.51,0.48
0.72,0.64,0.63,0.57,0.52
0.7,0.67,0.64,0.63,0.51
0.7,0.64,0.6,0.59,0.48
0.62,0.62,0.57,0.54,0.48
0.71,0.65,0.52,0.51,0.45
0.72,0.63,0.56,0.55,0.52
0.64,0.56,0.51,0.51,0.47
0.68,0.6,0.54,0.53,0.45
0.65,0.61,0.56,0.55,0.53
0.7,0.56,0.52,0.44,0.41
0.67,0.64,0.57,0.51,0.46
0.64,0.62,0.51,0.51,0.43
0.7,0.66,0.5,0.49,0.47
0.63,0.6,0.55,0.49,0.48
0.63,0.62,0.53,0.5,0.48
0.67,0.61,0.55,0.49,0.48
0.59,0.56,0.54,0.45,0.39
0.61,0.6,0.53,0.46,0.44
0.67,0.6,0.59,0.57,0.48
0.68,0.66,0.62,0.54,0.53
0.69,0.65,0.62,0.61,0.55
0.69,0.69,0.59,0.56,0.52
0.68,0.59,0.57,0.55,0.54
0.66,0.61,0.61,0.57,0.5
0.62,0.6,0.55,0.54,0.5
0.61,0.58,0.57,0.51,0.48
0.59,0.56,0.53,0.52,0.51
0.66,0.59,0.55,0.54,0.51
0.65,0.61,0.54,0.54,0.53
0.64,0.6,0.58,0.58,0.52
0.61,0.6,0.57,0.57,0.54
0.69,0.66,0.63,0.57,0.56
0.69,0.62,0.59,0.58,0.55
0.69,0.6,0.59,0.59,0.58
0.72,0.69,0.68,0.58,0.58
0.65,0.62,0.58,0.57,0.57
0.65,0.62,0.6,0.59,0.49
0.68,0.65,0.61,0.59,0.48
0.72,0.72,0.7,0.63,0.54
0.73,0.67,0.66,0.51,0.48
0.7,0.68,0.66,0.53,0.45
0.69,0.68,0.6,0.49,0.46
0.74,0.73,0.68,0.54,0.47
0.68,0.67,0.66,0.61,0.53
0.68,0.68,0.67,0.65,0.59
0.72,0.67,0.63,0.6,0.51
0.73,0.65,0.55,0.47,0.44
0.73,0.7,0.7,0.65,0.45
0.69,0.68,0.67,0.67,0.48
0.71,0.67,0.65,0.65,0.43
0.71,0.7,0.68,0.63,0.53
0.73,0.69,0.61,0.59,0.58
0.73,0.67,0.63,0.61,0.53
0.68,0.65,0.64,0.58,0.54
0.68,0.64,0.6,0.59,0.52
0.73,0.66,0.6,0.57,0.53
0.72,0.65,0.64,0.58,0.47
0.8,0.7,0.64,0.58,0.55
0.75,0.71,0.7,0.65,0.56
0.78,0.68,0.64,0.62,0.59
0.76,0.7,0.67,0.64,0.57
0.75,0.71,0.67,0.66,0.58
0.75,0.74,0.72,0.69,0.56
0.74,0.73,0.73,0.71,0.53
0.76,0.76,0.72,0.72,0.59
0.73,0.73,0.7,0.7,0.49
0.73,0.71,0.69,0.68,0.5
0.76,0.73,0.69,0.69,0.45
0.76,0.76,0.68,0.66,0.42
0.77,0.74,0.71,0.66,0.43
0.76,0.74,0.69,0.66,0.5
0.75,0.73,0.67,0.62,0.44
0.74,0.72,0.71,0.68,0.48
0.74,0.74,0.7,0.62,0.49
0.76,0.75,0.71,0.67,0.48
0.76,0.74,0.68,0.67,0.52
0.8,0.75,0.7,0.66,0.52
0.78,0.74,0.69,0.61,0.6
0.72,0.71,0.68,0.67,0.63
0.74,0.68,0.68,0.68,0.64
0.75,0.7,0.68,0.67,0.66
0.68,0.67,0.67,0.65,0.62
0.72,0.66,0.64,0.63,0.6
0.65,0.65,0.63,0.63,0.59
0.71,0.67,0.6,0.58,0.57
0.68,0.62,0.62,0.59,0.56
0.66,0.65,0.63,0.61,0.58
0.7,0.68,0.62,0.61,0.58
0.71,0.68,0.67,0.6,0.57
0.73,0.68,0.6,0.59,0.55
0.71,0.69,0.66,0.58,0.52
0.72,0.68,0.67,0.67,0.5
0.74,0.67,0.67,0.61,0.52
0.71,0.71,0.67,0.59,0.57
0.69,0.69,0.62,0.59,0.59
0.69,0.68,0.68,0.61,0.6
0.69,0.68,0.67,0.66,0.66
0.69,0.68,0.66,0.64,0.61
0.73,0.72,0.7,0.66,0.62
0.74,0.72,0.7,0.7,0.67
0.76,0.73,0.72,0.71,0.71
0.77,0.75,0.73,0.71,0.65
0.72,0.71,0.7,0.68,0.63
0.71,0.7,0.69,0.67,0.5
0.75,0.7,0.7,0.69,0.51
0.76,0.71,0.71,0.7,0.47
0.83,0.66,0.66,0.65,0.46
0.71,0.7,0.69,0.62,0.47
0.74,0.73,0.67,0.64,0.45
0.75,0.75,0.74,0.67,0.45
0.73,0.73,0.68,0.67,0.45
0.67,0.66,0.65,0.62,0.44
0.69,0.68,0.64,0.62,0.48
0.72,0.62,0.61,0.59,0.49
0.75,0.72,0.69,0.62,0.53
0.71,0.71,0.67,0.6,0.57
0.84,0.72,0.66,0.62,0.58
0.79,0.67,0.66,0.56,0.55
0.78,0.68,0.65,0.63,0.61
0.8,0.7,0.66,0.65,0.61
0.81,0.68,0.62,0.59,0.58
0.78,0.68,0.63,0.62,0.59
0.78,0.69,0.69,0.57,0.57
0.71,0.64,0.61,0.59,0.58
0.68,0.67,0.65,0.6,0.59
0.7,0.69,0.67,0.67,0.57
0.71,0.7,0.69,0.69,0.57
0.74,0.71,0.7,0.67,0.61
0.71,0.7,0.67,0.67,0.62
0.7,0.7,0.67,0.63,0.61
0.71,0.66,0.65,0.64,0.48
0.72,0.7,0.68,0.67,0.44
0.72,0.7,0.68,0.63,0.48
0.71,0.71,0.7,0.65,0.52
0.76,0.72,0.72,0.64,0.51
0.73,0.69,0.69,0.67,0.48
0.75,0.68,0.63,0.6,0.53
0.76,0.71,0.7,0.69,0.56
0.76,0.75,0.72,0.68,0.54
0.79,0.73,0.71,0.7,0.54
0.8,0.77,0.74,0.71,0.56
0.75,0.75,0.73,0.68,0.55
0.78,0.69,0.64,0.62,0.51
0.76,0.73,0.68,0.65,0.57
0.74,0.7,0.62,0.59,0.53
0.73,0.72,0.6,0.56,0.5
0.79,0.72,0.58,0.57,0.5
0.79,0.72,0.54,0.48,0.46
0.71,0.67,0.56,0.5,0.49
0.77,0.7,0.66,0.5,0.47
0.73,0.65,0.62,0.47,0.41
0.71,0.69,0.58,0.47,0.4
