0.85,0.85,0.78,0.78,0.78,0.77
0.88,0.83,0.8,0.77,0.74,0.74
0.91,0.82,0.8,0.79,0.77,0.73
0.89,0.78,0.77,0.77,0.75,0.75
0.84,0.8,0.77,0.72,0.71,0.67
0.85,0.81,0.76,0.74,0.71,0.67
0.81,0.8,0.77,0.7,0.69,0.68
0.84,0.84,0.78,0.74,0.71,0.67
0.9,0.79,0.78,0.73,0.72,0.68
0.87,0.85,0.83,0.77,0.76,0.73
0.9,0.84,0.82,0.77,0.7,0.68
0.89,0.84,0.81,0.79,0.78,0.77
0.91,0.84,0.82,0.82,0.8,0.79
0.89,0.84,0.82,0.82,0.8,0.79
0.87,0.86,0.81,0.79,0.78,0.77
0.87,0.86,0.82,0.82,0.79,0.79
0.89,0.88,0.86,0.79,0.78,0.78
0.9,0.87,0.83,0.81,0.81,0.8
0.92,0.84,0.83,0.81,0.8,0.8
0.92,0.84,0.84,0.83,0.81,0.8
0.86,0.83,0.82,0.82,0.8,0.79
0.88,0.87,0.84,0.84,0.83,0.8
0.88,0.87,0.86,0.84,0.84,0.78
0.91,0.88,0.84,0.81,0.8,0.78
0.89,0.86,0.82,0.81,0.8,0.79
0.86,0.85,0.82,0.82,0.78,0.78
0.86,0.86,0.84,0.83,0.8,0.77
0.91,0.9,0.83,0.79,0.7,0.7
0.93,0.88,0.83,0.76,0.7,0.62
0.9,0.89,0.87,0.83,0.81,0.81
0.89,0.87,0.84,0.82,0.81,0.81
0.88,0.87,0.86,0.83,0.79,0.68
0.88,0.86,0.83,0.82,0.77,0.69
0.91,0.9,0.85,0.8,0.77,0.53
0.87,0.85,0.84,0.8,0.78,0.59
0.9,0.89,0.82,0.78,0.77,0.6
0.87,0.83,0.8,0.79,0.74,0.66
0.92,0.85,0.78,0.77,0.68,0.66
0.89,0.81,0.81,0.77,0.74,0.7
0.89,0.85,0.82,0.78,0.77,0.7
0.91,0.86,0.8,0.79,0.76,0.75
0.9,0.87,0.79,0.79,0.74,0.73
0.9,0.85,0.8,0.77,0.75,0.75
0.87,0.84,0.84,0.79,0.79,0.74
0.92,0.83,0.82,0.81,0.78,0.73
0.89,0.87,0.84,0.8,0.79,0.74
0.87,0.85,0.79,0.76,0.75,0.71
0.85,0.84,0.8,0.8,0.75,0.72
0.84,0.83,0.78,0.77,0.75,0.68
0.82,0.8,0.79,0.79,0.72,0.7
0.89,0.79,0.79,0.78,0.76,0.76
0.79,0.78,0.77,0.77,0.75,0.71
0.85,0.8,0.77,0.73,0.71,0.7
0.85,0.84,0.83,0.79,0.78,0.78
0.85,0.8,0.78,0.78,0.76,0.71
0.91,0.82,0.8,0.77,0.77,0.69
0.93,0.87,0.85,0.83,0.76,0.75
0.93,0.86,0.85,0.82,0.8,0.75
0.9,0.85,0.84,0.74,0.73,0.69
0.93,0.85,0.83,0.73,0.72,0.64
0.91,0.86,0.82,0.81,0.72,0.69
0.92,0.86,0.82,0.77,0.74,0.72
0.87,0.84,0.81,0.8,0.75,0.69
0.83,0.79,0.78,0.78,0.67,0.61
0.87,0.82,0.77,0.76,0.73,0.57
0.86,0.8,0.77,0.76,0.67,0.59
0.85,0.81,0.79,0.77,0.75,0.6
0.85,0.79,0.76,0.75,0.7,0.61
0.87,0.83,0.82,0.76,0.61,0.59
0.89,0.81,0.79,0.79,0.76,0.74
0.89,0.86,0.83,0.81,0.79,0.69
0.87,0.85,0.85,0.85,0.77,0.63
0.92,0.87,0.82,0.8,0.74,0.61
0.89,0.83,0.82,0.81,0.66,0.59
0.9,0.88,0.81,0.75,0.73,0.73
0.87,0.86,0.81,0.8,0.71,0.59
0.85,0.83,0.77,0.74,0.66,0.63
0.85,0.84,0.82,0.76,0.75,0.68
0.83,0.8,0.78,0.75,0.71,0.63
0.86,0.82,0.79,0.78,0.72,0.61
0.82,0.82,0.81,0.78,0.73,0.61
0.88,0.84,0.84,0.79,0.65,0.64
0.84,0.8,0.74,0.71,0.65,0.58
0.84,0.82,0.78,0.77,0.74,0.54
0.83,0.83,0.82,0.78,0.77,0.53
0.85,0.82,0.8,0.77,0.75,0.6
0.87,0.83,0.81,0.8,0.78,0.6
0.86,0.84,0.8,0.75,0.62,0.61
0.82,0.81,0.81,0.73,0.61,0.6
0.84,0.78,0.76,0.73,0.66,0.49
0.81,0.8,0.77,0.76,0.7,0.64
0.88,0.82,0.74,0.71,0.7,0.66
0.88,0.84,0.73,0.73,0.61,0.61
0.84,0.82,0.76,0.69,0.69,0.67
0.86,0.86,0.74,0.69,0.67,0.66
0.86,0.83,0.82,0.73,0.69,0.63
0.85,0.81,0.78,0.74,0.69,0.69
0.86,0.84,0.84,0.79,0.77,0.76
0.87,0.85,0.78,0.77,0.76,0.75
0.86,0.84,0.81,0.79,0.78,0.76
0.89,0.88,0.85,0.76,0.76,0.74
0.91,0.86,0.84,0.75,0.72,0.66
0.92,0.88,0.82,0.73,0.73,0.64
0.91,0.85,0.81,0.78,0.75,0.74
0.89,0.83,0.81,0.77,0.77,0.65
0.88,0.84,0.8,0.77,0.76,0.59
0.89,0.84,0.8,0.78,0.69,0.58
0.89,0.84,0.79,0.77,0.64,0.54
0.85,0.79,0.77,0.75,0.71,0.52
0.91,0.81,0.79,0.76,0.7,0.48
0.88,0.83,0.82,0.73,0.71,0.62
0.87,0.83,0.82,0.69,0.62,0.59
0.85,0.82,0.81,0.67,0.65,0.56
0.85,0.82,0.82,0.69,0.66,0.65
0.88,0.85,0.82,0.74,0.71,0.58
0.88,0.87,0.83,0.79,0.68,0.61
0.9,0.87,0.85,0.84,0.6,0.48
0.91,0.84,0.83,0.82,0.49,0.46
0.9,0.84,0.84,0.77,0.53,0.48
0.87,0.85,0.79,0.78,0.56,0.52
0.89,0.86,0.78,0.72,0.56,0.47
0.86,0.83,0.78,0.77,0.62,0.46
0.84,0.81,0.75,0.75,0.6,0.53
0.86,0.83,0.79,0.75,0.57,0.56
0.84,0.82,0.8,0.65,0.6,0.52
0.82,0.81,0.76,0.71,0.57,0.56
0.87,0.83,0.8,0.7,0.63,0.6
