0.89,0.51,0.39,0.34,0.29,0.27
0.9,0.63,0.43,0.38,0.37,0.32
0.89,0.59,0.41,0.4,0.38,0.37
0.9,0.46,0.37,0.36,0.35
0.92,0.47,0.34,0.33,0.28,0.27
0.89,0.33,0.31,0.3,0.26,0.25
0.89,0.35,0.34,0.29,0.28,0.25
0.88,0.38,0.36,0.29
0.86,0.4,0.33,0.29,0.26
0.72,0.55,0.41,0.38,0.26
0.82,0.57,0.43,0.3
0.74,0.67,0.37,0.35,0.26,0.25
0.77,0.69,0.6,0.47,0.42,0.39
0.71,0.65,0.51,0.34,0.34,0.3
0.83,0.63,0.56,0.45,0.35,0.26
0.85,0.66,0.63,0.56,0.55,0.35
0.86,0.84,0.8,0.79,0.55,0.38
0.85,0.85,0.82,0.79,0.6,0.51
0.86,0.84,0.81,0.8,0.66,0.66
0.84,0.82,0.8,0.72,0.66,0.66
0.86,0.83,0.8,0.76,0.73,0.67
0.86,0.84,0.8,0.79,0.71,0.67
0.88,0.85,0.82,0.77,0.76,0.71
0.86,0.84,0.79,0.79,0.75,0.7
0.86,0.84,0.75,0.73,0.72,0.71
0.87,0.86,0.79,0.78,0.74,0.67
0.9,0.85,0.85,0.83,0.8,0.49
0.86,0.84,0.83,0.77,0.76,0.5
0.89,0.8,0.78,0.74,0.72,0.54
0.92,0.82,0.81,0.79,0.7,0.48
0.88,0.86,0.84,0.79,0.74,0.58
0.86,0.83,0.83,0.78,0.73,0.58
0.87,0.86,0.82,0.69,0.66,0.57
0.87,0.86,0.86,0.77,0.64,0.6
0.87,0.86,0.86,0.82,0.7,0.63
0.88,0.86,0.84,0.83,0.63,0.63
0.88,0.82,0.81,0.76,0.64,0.64
0.88,0.86,0.84,0.77,0.75,0.63
0.88,0.87,0.84,0.74,0.73,0.69
0.88,0.86,0.8,0.79,0.7,0.7
0.91,0.87,0.83,0.8,0.72,0.67
0.92,0.85,0.84,0.83,0.71,0.68
0.87,0.83,0.82,0.79,0.74,0.69
0.9,0.85,0.84,0.82,0.75,0.64
