0.56,0.55,0.5,0.46,0.45,0.45
0.55,0.52,0.48,0.46,0.4,0.38
0.52,0.5,0.46,0.43,0.43,0.4
0.6,0.6,0.57,0.39,0.38,0.37
0.54,0.52,0.52,0.45,0.44,0.42
0.58,0.54,0.47,0.4,0.38,0.34
0.6,0.59,0.5,0.47,0.47,0.44
0.63,0.56,0.55,0.47,0.42,0.4
0.61,0.57,0.57,0.53,0.46,0.46
0.62,0.57,0.51,0.49,0.42,0.4
0.74,0.57,0.52,0.48,0.39,0.39
0.72,0.59,0.55,0.53,0.47,0.4
0.66,0.59,0.57,0.44,0.44,0.41
0.62,0.58,0.49,0.48,0.47,0.44
0.73,0.62,0.56,0.48,0.48,0.4
0.72,0.54,0.53,0.52,0.52,0.46
0.73,0.55,0.53,0.52,0.52,0.5
0.74,0.56,0.55,0.53,0.49,0.49
0.67,0.6,0.52,0.52,0.49,0.46
0.68,0.63,0.57,0.53,0.51,0.48
0.7,0.6,0.56,0.54,0.52,0.5
0.7,0.6,0.54,0.53,0.5,0.47
0.72,0.69,0.58,0.53,0.52,0.52
0.86,0.68,0.5,0.44,0.42,0.38
0.84,0.55,0.54,0.54,0.44,0.43
0.73,0.61,0.56,0.55,0.53,0.41
0.89,0.64,0.62,0.56,0.53,0.48
0.93,0.62,0.62,0.55,0.54,0.54
0.81,0.6,0.58,0.52,0.51,0.51
0.82,0.58,0.56,0.55,0.49,0.48
0.78,0.57,0.51,0.51,0.5,0.49
0.57,0.51,0.5,0.48,0.47,0.45
0.56,0.54,0.5,0.45,0.44,0.42
0.51,0.51,0.49,0.49,0.45,0.44
0.57,0.5,0.49,0.48,0.47,0.47
0.54,0.48,0.46,0.45,0.45,0.42
0.56,0.54,0.52,0.52,0.51,0.4
0.55,0.52,0.47,0.46,0.41,0.39
0.54,0.49,0.47,0.46,0.45,0.42
0.54,0.54,0.45,0.43,0.4,0.4
0.52,0.52,0.48,0.4,0.39,0.37
0.54,0.52,0.51,0.49,0.45,0.45
0.52,0.46,0.45,0.44,0.43,0.41
0.49,0.47,0.45,0.45,0.41,0.38
0.55,0.54,0.51,0.48,0.42,0.41
0.55,0.55,0.52,0.46,0.45,0.44
0.58,0.51,0.46,0.46,0.45,0.41
0.56,0.56,0.55,0.53,0.53,0.48
0.61,0.54,0.53,0.5,0.5,0.5
0.57,0.48,0.45,0.45,0.44,0.44
0.6,0.55,0.54,0.51,0.45,0.44
0.57,0.55,0.52,0.5,0.45,0.42
0.62,0.6,0.58,0.47,0.46,0.41
0.67,0.62,0.59,0.57,0.49,0.48
0.7,0.58,0.57,0.48,0.46,0.45
0.73,0.58,0.58,0.48,0.48,0.45
0.74,0.64,0.53,0.45,0.42,0.41
0.66,0.62,0.6,0.49,0.47,0.4
0.63,0.6,0.58,0.45,0.45,0.43
0.6,0.59,0.53,0.46,0.46,0.44
0.54,0.53,0.52,0.45,0.45,0.4
0.62,0.59,0.54,0.51,0.51,0.44
0.62,0.57,0.55,0.53,0.4,0.4
0.61,0.61,0.52,0.51,0.47,0.4
0.62,0.58,0.52,0.48,0.41,0.4
0.59,0.57,0.52,0.48,0.44,0.35
0.52,0.51,0.48,0.44,0.41,0.36
0.56,0.49,0.48,0.42,0.4,0.37
0.56,0.55,0.45,0.44,0.43,0.41
0.58,0.51,0.48,0.44,0.41,0.41
0.53,0.51,0.49,0.48,0.45,0.45
0.54,0.51,0.51,0.47,0.47,0.46
0.58,0.56,0.51,0.48,0.48,0.47
0.65,0.61,0.55,0.53,0.53,0.46
0.62,0.61,0.59,0.48,0.47,0.47
0.64,0.61,0.53,0.5,0.49,0.42
0.64,0.62,0.61,0.52,0.45,0.42
0.6,0.59,0.57,0.54,0.49,0.42
0.63,0.58,0.56,0.53,0.45,0.39
0.58,0.54,0.51,0.5,0.48,0.41
0.62,0.57,0.53,0.5,0.43,0.39
0.61,0.6,0.51,0.48,0.46,0.38
0.62,0.62,0.52,0.49,0.45,0.42
