0.82,0.82,0.74,0.73,0.68,0.59
0.86,0.84,0.79,0.78,0.75,0.55
0.89,0.81,0.78,0.74,0.7,0.56
0.87,0.82,0.75,0.75,0.73,0.56
0.84,0.76,0.75,0.75,0.74,0.5
0.8,0.76,0.73,0.73,0.71,0.36
0.8,0.75,0.69,0.63,0.63,0.36
0.84,0.75,0.69,0.6,0.57,0.48
0.83,0.81,0.74,0.73,0.61,0.38
0.85,0.8,0.72,0.71,0.56,0.31
0.87,0.83,0.8,0.75,0.49,0.32
0.86,0.81,0.8,0.79,0.27,0.26
0.84,0.77,0.75,0.66,0.43,0.27
0.85,0.75,0.73,0.52,0.48,0.46
0.87,0.77,0.76,0.57,0.55,0.48
0.85,0.78,0.75,0.55,0.52,0.52
0.82,0.78,0.76,0.56,0.53,0.52
0.83,0.79,0.79,0.61,0.45,0.36
0.8,0.78,0.78,0.6,0.48,0.45
0.84,0.78,0.74,0.61,0.46,0.33
0.85,0.8,0.72,0.64,0.62
0.86,0.81,0.79,0.64,0.48,0.3
0.89,0.8,0.79,0.74,0.39
0.91,0.8,0.75,0.7,0.36,0.27
0.91,0.84,0.72,0.53,0.5,0.41
0.84,0.81,0.75,0.6,0.45,0.43
0.86,0.81,0.78,0.49,0.43,0.42
0.84,0.83,0.8,0.48,0.45,0.44
0.87,0.81,0.81,0.49,0.46,0.43
0.88,0.79,0.77,0.75,0.44,0.39
0.85,0.79,0.77,0.68,0.51,0.47
0.87,0.83,0.77,0.64,0.56,0.55
0.89,0.84,0.79,0.51,0.49,0.47
0.89,0.84,0.74,0.49,0.46,0.4
0.9,0.84,0.77,0.67,0.52,0.44
0.9,0.83,0.83,0.58,0.41,0.4
0.88,0.81,0.78,0.58,0.46,0.44
0.89,0.8,0.75,0.69,0.57,0.45
0.93,0.77,0.71,0.59,0.46,0.41
0.9,0.76,0.71,0.48,0.47,0.36
0.89,0.78,0.73,0.43,0.37,0.33
0.92,0.76,0.71,0.64,0.5,0.49
0.93,0.8,0.78,0.63,0.62,0.58
0.94,0.78,0.74,0.72,0.69,0.59
0.92,0.75,0.72,0.67,0.61,0.5
0.93,0.76,0.71,0.68,0.62,0.61
0.93,0.75,0.75,0.63,0.49,0.46
0.91,0.72,0.7,0.67,0.5,0.5
0.86,0.77,0.71,0.49,0.49,0.4
0.83,0.81,0.65,0.51,0.49,0.46
0.84,0.79,0.63,0.61,0.49,0.47
0.88,0.84,0.78,0.56,0.47,0.39
0.88,0.88,0.74,0.65,0.53,0.51
0.9,0.89,0.72,0.6,0.58,0.58
0.91,0.89,0.57,0.56,0.55,0.52
0.94,0.89,0.66,0.57,0.46,0.41
0.89,0.86,0.57,0.55,0.54,0.42
0.86,0.67,0.5,0.46,0.46,0.39
0.84,0.6,0.51,0.48,0.42,0.38
0.83,0.64,0.52,0.52,0.32,0.32
0.48,0.38,0.36,0.31,0.29,0.27
0.63,0.54,0.53,0.37,0.36
0.56,0.55,0.52,0.37,0.3,0.27
0.95,0.65,0.58,0.54,0.41,0.31
0.92,0.72,0.68,0.52,0.4,0.38
0.91,0.74,0.61,0.61,0.44,0.36
0.78,0.78,0.73,0.66,0.58,0.39
0.84,0.76,0.66,0.58,0.56,0.46
0.84,0.78,0.69,0.59,0.48,0.43
0.84,0.73,0.65,0.63,0.56,0.46
0.84,0.7,0.67,0.65,0.4,0.39
0.87,0.85,0.65,0.6,0.55,0.52
0.87,0.85,0.7,0.66,0.59,0.48
0.82,0.79,0.67,0.65,0.65,0.54
0.86,0.83,0.8,0.66,0.6,0.44
0.82,0.81,0.76,0.74,0.67,0.55
0.83,0.78,0.75,0.74,0.56,0.47
0.81,0.8,0.66,0.65,0.57,0.45
0.84,0.74,0.73,0.66,0.54,0.5
0.81,0.77,0.77,0.6,0.53,0.4
0.83,0.82,0.79,0.75,0.58,0.44
0.81,0.8,0.8,0.57,0.42
0.85,0.82,0.72,0.62,0.53,0.51
0.86,0.77,0.77,0.66,0.57,0.49
0.85,0.84,0.8,0.59,0.48,0.47
0.85,0.84,0.77,0.41,0.38,0.38
0.85,0.78,0.77,0.54,0.54,0.49
0.83,0.8,0.78,0.62,0.59,0.56
0.86,0.81,0.7,0.69,0.68,0.53
0.86,0.81,0.71,0.6,0.59,0.56
