0.81,0.77,0.77,0.76,0.73,0.73
0.8,0.78,0.77,0.74,0.74,0.72
0.82,0.77,0.71,0.71,0.7,0.68
0.86,0.83,0.81,0.77,0.69,0.68
0.86,0.86,0.85,0.82,0.72,0.66
0.89,0.84,0.83,0.77,0.73,0.72
0.86,0.86,0.85,0.73,0.72,0.7
0.85,0.81,0.8,0.8,0.71,0.7
0.82,0.82,0.79,0.73,0.68,0.66
0.81,0.8,0.78,0.77,0.73,0.69
0.85,0.79,0.78,0.73,0.72,0.65
0.83,0.8,0.8,0.79,0.73,0.72
0.79,0.78,0.74,0.73,0.72,0.69
0.82,0.71,0.7,0.68,0.62,0.6
0.74,0.73,0.7,0.66,0.6,0.58
0.73,0.73,0.66,0.64,0.61,0.61
0.78,0.71,0.7,0.66,0.62,0.58
0.75,0.68,0.67,0.66,0.63,0.63
0.76,0.73,0.72,0.72,0.72,0.71
0.77,0.74,0.74,0.72,0.69,0.69
0.75,0.73,0.72,0.71,0.71,0.68
0.77,0.75,0.75,0.75,0.73,0.63
0.77,0.73,0.71,0.68,0.68,0.67
0.83,0.8,0.72,0.7,0.7,0.67
0.85,0.83,0.72,0.68,0.63,0.62
0.85,0.78,0.76,0.69,0.69,0.69
0.85,0.84,0.78,0.75,0.74,0.7
0.85,0.85,0.8,0.78,0.74,0.73
0.85,0.84,0.82,0.82,0.81,0.8
0.9,0.85,0.8,0.78,0.77,0.77
0.88,0.83,0.76,0.76,0.74,0.74
0.91,0.87,0.86,0.85,0.76,0.75
0.91,0.84,0.83,0.8,0.77,0.76
0.84,0.81,0.78,0.77,0.74,0.72
0.86,0.84,0.82,0.81,0.8,0.8
0.88,0.82,0.82,0.77,0.76,0.75
0.87,0.81,0.8,0.79,0.76,0.74
0.88,0.86,0.86,0.83,0.76,0.74
0.89,0.84,0.81,0.8,0.78,0.75
0.86,0.8,0.79,0.75,0.75,0.71
0.84,0.82,0.82,0.78,0.76,0.73
0.84,0.81,0.81,0.79,0.78,0.77
0.84,0.83,0.83,0.8,0.76,0.74
0.86,0.82,0.81,0.81,0.78,0.77
0.85,0.84,0.83,0.74,0.74,0.7
0.87,0.84,0.79,0.77,0.77,0.76
0.89,0.88,0.82,0.81,0.8,0.79
0.92,0.83,0.8,0.78,0.77,0.75
