0.74,0.67,0.66,0.61,0.58
0.7,0.64,0.62,0.53,0.5
0.7,0.66,0.59,0.59,0.58
0.79,0.69,0.58,0.56,0.54
0.7,0.64,0.62,0.57,0.55
0.76,0.7,0.7,0.58,0.52
0.72,0.69,0.63,0.61,0.53
0.72,0.7,0.7,0.62,0.54
0.69,0.69,0.6,0.6,0.59
0.68,0.62,0.61,0.59,0.56
0.7,0.68,0.63,0.61,0.54
0.68,0.68,0.66,0.63,0.62
0.66,0.64,0.62,0.55,0.54
0.7,0.66,0.65,0.58,0.51
0.7,0.68,0.67,0.55,0.54
0.69,0.64,0.62,0.62,0.61
0.62,0.62,0.59,0.56,0.52
0.58,0.58,0.53,0.51,0.48
0.64,0.54,0.54,0.5,0.44
0.6,0.57,0.56,0.55,0.53
0.63,0.61,0.61,0.59,0.59
0.67,0.66,0.63,0.6,0.54
0.72,0.61,0.61,0.56,0.52
0.7,0.62,0.61,0.59,0.54
0.76,0.76,0.67,0.62,0.52
0.72,0.65,0.61,0.6,0.56
0.68,0.66,0.59,0.56,0.56
0.71,0.61,0.5,0.48,0.48
0.76,0.62,0.59,0.57,0.54
0.73,0.64,0.57,0.48,0.46
0.73,0.7,0.62,0.61,0.53
0.73,0.7,0.6,0.57,0.55
0.72,0.7,0.69,0.62,0.62
0.73,0.7,0.69,0.64,0.61
0.75,0.71,0.65,0.6,0.6
0.77,0.65,0.64,0.59,0.54
0.74,0.64,0.57,0.54,0.53
0.8,0.68,0.59,0.57,0.56
0.74,0.7,0.63,0.56,0.54
0.67,0.66,0.65,0.6,0.6
0.76,0.69,0.54,0.52,0.52
0.69,0.68,0.61,0.57,0.56
0.7,0.68,0.66,0.65,0.63
0.78,0.72,0.65,0.63,0.58
0.73,0.66,0.59,0.59,0.55
0.72,0.65,0.63,0.54,0.48
0.71,0.7,0.52,0.52,0.46
0.69,0.65,0.6,0.54,0.51
0.67,0.66,0.61,0.48,0.45
0.73,0.72,0.59,0.54,0.5
0.79,0.79,0.6,0.46,0.45
0.79,0.77,0.73,0.62,0.57
0.8,0.79,0.69,0.69,0.63
0.73,0.7,0.68,0.57,0.51
0.8,0.73,0.62,0.61,0.59
0.69,0.68,0.55,0.55,0.48
0.69,0.69,0.62,0.56,0.56
0.76,0.65,0.55,0.53,0.51
0.69,0.67,0.58,0.57,0.55
0.76,0.69,0.66,0.61,0.52
0.78,0.75,0.64,0.57,0.47
0.75,0.73,0.64,0.6,0.46
0.77,0.73,0.55,0.5,0.46
0.71,0.67,0.59,0.59,0.55
0.66,0.57,0.54,0.5,0.48
0.66,0.57,0.5,0.44,0.43
0.66,0.51,0.44,0.43,0.43
0.68,0.48,0.44,0.41,0.4
0.59,0.51,0.49,0.46,0.46
0.68,0.55,0.51,0.48,0.47
0.7,0.6,0.52,0.49,0.49
0.75,0.71,0.64,0.47,0.47
0.71,0.62,0.61,0.56,0.53
0.62,0.62,0.61,0.59,0.59
0.66,0.62,0.6,0.55,0.53
0.73,0.66,0.58,0.56,0.51
0.64,0.63,0.55,0.53,0.46
0.57,0.52,0.49,0.46,0.43
0.62,0.57,0.48,0.45,0.45
0.72,0.57,0.53,0.51,0.42
0.68,0.58,0.55,0.53,0.51
0.71,0.65,0.59,0.52,0.46
0.68,0.56,0.5,0.49,0.48
0.68,0.6,0.55,0.51,0.45
0.63,0.62,0.6,0.56,0.54
0.65,0.65,0.61,0.6,0.54
0.7,0.61,0.58,0.57,0.54
0.59,0.58,0.58,0.51,0.47
0.78,0.55,0.53,0.51,0.51
0.66,0.54,0.51,0.5,0.48
0.63,0.57,0.55,0.51,0.49
0.66,0.55,0.49,0.49,0.46
0.68,0.65,0.58,0.53,0.47
0.65,0.57,0.55,0.48,0.43
0.64,0.6,0.56,0.54,0.51
0.66,0.62,0.6,0.52,0.51
0.64,0.58,0.56,0.51,0.5
0.67,0.58,0.55,0.5,0.49
0.76,0.56,0.53,0.5,0.5
0.8,0.66,0.56,0.55,0.55
0.63,0.62,0.61,0.56,0.55
0.72,0.67,0.61,0.52,0.51
0.78,0.71,0.62,0.58,0.53
0.74,0.61,0.57,0.57,0.56
0.56,0.55,0.45,0.45,0.44
0.68,0.68,0.59,0.59,0.49
0.71,0.7,0.54,0.51,0.5
0.72,0.71,0.66,0.63,0.62
0.75,0.68,0.63,0.58,0.57
0.78,0.7,0.68,0.67,0.56
0.69,0.66,0.66,0.58,0.53
0.65,0.61,0.6,0.58,0.56
0.67,0.66,0.64,0.62,0.58
0.75,0.71,0.59,0.58,0.55
0.81,0.74,0.64,0.62,0.58
0.74,0.72,0.66,0.65,0.59
0.74,0.71,0.65,0.64,0.57
0.7,0.66,0.65,0.54,0.54
0.69,0.67,0.61,0.6,0.56
0.8,0.69,0.66,0.61,0.55
0.75,0.71,0.59,0.58,0.57
0.82,0.72,0.58,0.58,0.54
0.75,0.73,0.69,0.54,0.53
0.77,0.77,0.69,0.56,0.53
0.75,0.7,0.59,0.57,0.55
0.76,0.7,0.58,0.58,0.54
0.72,0.65,0.59,0.53,0.53
0.73,0.69,0.62,0.61,0.6
0.8,0.69,0.69,0.61,0.58
0.81,0.78,0.69,0.64,0.61
0.77,0.71,0.7,0.65,0.6
0.74,0.71,0.62,0.61,0.59
0.7,0.7,0.69,0.63,0.57
0.76,0.69,0.66,0.59,0.57
0.84,0.8,0.65,0.63,0.62
0.78,0.75,0.71,0.69,0.61
0.79,0.77,0.64,0.62,0.61
0.77,0.76,0.66,0.63,0.58
0.83,0.75,0.69,0.67,0.55
0.8,0.73,0.68,0.65,0.62
0.76,0.76,0.7,0.68,0.62
0.75,0.74,0.72,0.69,0.65
0.77,0.75,0.65,0.63,0.61
0.8,0.77,0.7,0.59,0.54
0.8,0.71,0.68,0.64,0.62
0.78,0.77,0.72,0.71,0.71
0.79,0.72,0.72,0.64,0.62
0.74,0.7,0.67,0.62,0.61
0.78,0.72,0.72,0.57,0.57
0.82,0.75,0.69,0.56,0.55
0.8,0.78,0.69,0.59,0.58
0.77,0.76,0.75,0.66,0.58
0.79,0.77,0.76,0.61,0.6
0.8,0.75,0.67,0.59,0.57
0.8,0.71,0.63,0.61,0.59
0.85,0.79,0.64,0.62,0.58
0.79,0.78,0.66,0.63,0.63
0.8,0.71,0.7,0.63,0.57
0.79,0.69,0.59,0.59,0.55
0.81,0.65,0.61,0.61,0.61
0.81,0.7,0.58,0.57,0.56
0.81,0.66,0.58,0.52,0.52
0.8,0.69,0.64,0.62,0.55
0.82,0.71,0.69,0.62,0.58
0.78,0.71,0.7,0.65,0.65
0.79,0.76,0.69,0.69,0.67
0.8,0.76,0.64,0.63,0.6
0.8,0.79,0.66,0.59,0.56
0.78,0.74,0.64,0.55,0.54
0.77,0.73,0.68,0.63,0.52
0.76,0.75,0.66,0.6,0.55
0.79,0.76,0.71,0.65,0.65
0.75,0.71,0.63,0.6,0.59
0.72,0.71,0.64,0.58,0.57
0.73,0.71,0.7,0.59,0.58
0.79,0.77,0.68,0.66,0.62
0.81,0.77,0.68,0.65,0.65
