0.7,0.69,0.67,0.59,0.56,0.54
0.76,0.74,0.72,0.61,0.59,0.56
0.76,0.71,0.64,0.59,0.59,0.5
0.84,0.7,0.65,0.62,0.49,0.46
0.83,0.76,0.67,0.55,0.54,0.53
0.83,0.72,0.69,0.61,0.52,0.5
0.78,0.69,0.67,0.65,0.59,0.5
0.81,0.71,0.71,0.65,0.64,0.43
0.75,0.74,0.61,0.61,0.59,0.58
0.78,0.76,0.65,0.56,0.5,0.44
0.79,0.72,0.58,0.56,0.46,0.43
0.75,0.71,0.66,0.63,0.59,0.44
0.71,0.67,0.64,0.6,0.51,0.5
0.76,0.71,0.62,0.61,0.59,0.55
0.78,0.65,0.62,0.55,0.54,0.53
0.74,0.65,0.65,0.63,0.59,0.57
0.71,0.68,0.68,0.6,0.6,0.6
0.76,0.66,0.64,0.62,0.57,0.49
0.78,0.63,0.63,0.56,0.52,0.51
0.72,0.65,0.58,0.57,0.57,0.56
0.72,0.66,0.53,0.51,0.5,0.48
0.68,0.67,0.56,0.52,0.52,0.46
0.7,0.69,0.68,0.51,0.5,0.47
0.81,0.72,0.66,0.61,0.59,0.52
0.78,0.7,0.67,0.62,0.61,0.54
0.7,0.68,0.65,0.63,0.63,0.56
0.73,0.72,0.72,0.68,0.63,0.55
0.75,0.71,0.65,0.63,0.56,0.53
0.74,0.73,0.62,0.55,0.55,0.54
0.76,0.61,0.61,0.54,0.52,0.52
0.79,0.7,0.63,0.61,0.58,0.58
0.8,0.65,0.64,0.6,0.6,0.54
0.81,0.63,0.62,0.6,0.59,0.58
0.8,0.67,0.6,0.6,0.56,0.53
0.72,0.66,0.65,0.62,0.6,0.58
0.72,0.67,0.61,0.61,0.61,0.57
0.68,0.63,0.63,0.59,0.52,0.51
0.67,0.65,0.64,0.63,0.63,0.54
0.72,0.69,0.68,0.65,0.6,0.49
0.78,0.7,0.69,0.67,0.65,0.64
0.77,0.68,0.67,0.67,0.66,0.65
0.78,0.68,0.66,0.64,0.63,0.58
0.75,0.69,0.68,0.66,0.66,0.51
0.73,0.71,0.7,0.69,0.61,0.5
0.77,0.76,0.73,0.66,0.53,0.51
0.79,0.72,0.72,0.56,0.56,0.47
0.73,0.7,0.68,0.62,0.57,0.36
0.69,0.64,0.64,0.61,0.55,0.42
0.71,0.62,0.6,0.59,0.53,0.42
0.75,0.61,0.6,0.56,0.55,0.5
0.71,0.61,0.59,0.56,0.53,0.5
0.78,0.64,0.6,0.57,0.57,0.49
0.76,0.76,0.65,0.62,0.56,0.49
0.79,0.76,0.61,0.58,0.58,0.48
0.8,0.76,0.64,0.62,0.54,0.51
0.79,0.78,0.67,0.6,0.47,0.4
0.81,0.8,0.72,0.65,0.47,0.45
0.81,0.77,0.77,0.69,0.48,0.45
0.79,0.78,0.74,0.73,0.54,0.49
0.77,0.73,0.72,0.69,0.68,0.59
0.77,0.74,0.71,0.7,0.68,0.62
0.78,0.72,0.7,0.68,0.66,0.65
0.76,0.69,0.68,0.68,0.59,0.51
0.77,0.72,0.62,0.6,0.57,0.42
0.79,0.72,0.63,0.5,0.48,0.4
0.8,0.72,0.63,0.57,0.52,0.38
0.87,0.71,0.62,0.6,0.52,0.42
0.83,0.69,0.68,0.63,0.54,0.43
0.81,0.68,0.64,0.58,0.55,0.51
0.79,0.77,0.67,0.59,0.51,0.48
0.83,0.77,0.67,0.61,0.54,0.49
0.73,0.72,0.65,0.56,0.54,0.47
0.77,0.68,0.6,0.56,0.54,0.49
0.83,0.68,0.62,0.58,0.54,0.53
0.85,0.7,0.69,0.69,0.66,0.58
0.86,0.79,0.74,0.66,0.64,0.53
0.82,0.78,0.69,0.65,0.58,0.57
0.82,0.76,0.72,0.67,0.58,0.55
0.8,0.72,0.72,0.71,0.68,0.59
0.76,0.7,0.68,0.67,0.65,0.64
0.76,0.72,0.67,0.64,0.64,0.64
0.79,0.7,0.68,0.66,0.65,0.64
0.76,0.7,0.7,0.6,0.59,0.52
0.68,0.67,0.65,0.64,0.56,0.54
0.71,0.7,0.69,0.63,0.62,0.57
0.79,0.7,0.68,0.65,0.6,0.59
0.8,0.77,0.7,0.65,0.64,0.63
0.75,0.73,0.72,0.66,0.62,0.6
0.78,0.76,0.71,0.68,0.68,0.64
0.78,0.73,0.72,0.7,0.69,0.59
0.78,0.73,0.73,0.71,0.68,0.59
0.77,0.72,0.68,0.65,0.64,0.64
0.79,0.74,0.71,0.7,0.69,0.66
0.79,0.75,0.74,0.71,0.68,0.66
0.79,0.78,0.76,0.71,0.71,0.67
0.78,0.76,0.73,0.71,0.68,0.67
0.77,0.72,0.69,0.69,0.64,0.62
0.75,0.74,0.7,0.69,0.69,0.67
0.75,0.75,0.73,0.7,0.68,0.63
0.71,0.71,0.71,0.71,0.7,0.67
