0.83,0.79,0.77,0.76,0.62,0.35
0.85,0.84,0.77,0.74,0.61,0.35
0.86,0.85,0.81,0.79,0.6,0.34
0.84,0.84,0.78,0.59,0.47,0.38
0.84,0.83,0.75,0.69,0.59,0.31
0.85,0.81,0.8,0.79,0.59,0.34
0.89,0.82,0.78,0.76,0.58,0.55
0.89,0.86,0.82,0.62,0.58,0.55
0.88,0.84,0.83,0.74,0.66,0.58
0.86,0.84,0.82,0.81,0.65,0.57
0.87,0.86,0.85,0.79,0.78,0.57
0.88,0.84,0.84,0.77,0.72,0.57
0.86,0.8,0.79,0.74,0.57,0.55
0.85,0.82,0.73,0.71,0.69,0.57
0.85,0.76,0.73,0.73,0.56,0.5
0.81,0.77,0.71,0.66,0.57,0.43
0.85,0.79,0.75,0.68,0.58,0.43
0.85,0.81,0.8,0.73,0.59,0.43
0.85,0.83,0.81,0.73,0.6,0.44
0.84,0.82,0.79,0.78,0.6,0.45
0.83,0.8,0.79,0.77,0.61,0.46
0.84,0.82,0.77,0.71,0.62,0.46
0.82,0.81,0.76,0.72,0.62,0.47
0.85,0.83,0.81,0.77,0.62,0.48
0.83,0.81,0.81,0.8,0.63,0.47
0.84,0.82,0.82,0.75,0.64,0.48
0.85,0.85,0.85,0.75,0.65,0.47
0.82,0.79,0.75,0.74,0.66,0.46
0.86,0.82,0.77,0.76,0.67,0.47
0.84,0.84,0.83,0.67,0.65,0.47
0.83,0.82,0.78,0.75,0.66,0.52
0.85,0.85,0.83,0.8,0.66,0.63
0.89,0.84,0.78,0.77,0.64,0.55
0.83,0.78,0.74,0.73,0.63,0.58
0.78,0.75,0.74,0.71,0.64,0.64
0.81,0.78,0.78,0.7,0.65,0.64
0.82,0.82,0.75,0.72,0.68,0.63
0.86,0.84,0.82,0.8,0.63,0.61
0.85,0.84,0.79,0.78,0.64,0.56
0.86,0.84,0.82,0.74,0.63,0.48
0.89,0.84,0.83,0.78,0.62,0.6
0.87,0.86,0.82,0.78,0.63,0.52
0.86,0.84,0.83,0.73,0.63,0.57
0.87,0.82,0.82,0.76,0.65,0.64
0.85,0.85,0.78,0.72,0.64,0.58
0.83,0.82,0.8,0.65,0.65,0.52
0.86,0.83,0.82,0.78,0.65,0.58
0.85,0.83,0.83,0.65,0.65,0.65
0.89,0.84,0.83,0.78,0.66,0.5
0.87,0.85,0.85,0.78,0.66,0.45
0.85,0.85,0.81,0.79,0.67,0.6
0.85,0.84,0.82,0.78,0.67,0.64
0.87,0.87,0.8,0.78,0.65,0.63
0.87,0.85,0.81,0.78,0.71,0.65
0.85,0.8,0.79,0.76,0.64,0.62
0.82,0.79,0.76,0.64,0.62,0.57
0.83,0.77,0.75,0.75,0.64,0.61
0.84,0.75,0.74,0.73,0.63,0.53
0.83,0.81,0.81,0.77,0.63,0.61
0.85,0.81,0.8,0.7,0.65,0.63
0.85,0.85,0.76,0.67,0.62,0.58
0.85,0.82,0.8,0.72,0.68,0.68
0.86,0.83,0.79,0.77,0.67,0.6
0.84,0.82,0.82,0.72,0.69,0.68
0.87,0.81,0.8,0.68,0.64,0.63
0.82,0.79,0.77,0.77,0.73,0.73
0.89,0.83,0.81,0.79,0.74,0.69
0.91,0.87,0.74,0.73,0.71,0.71
0.85,0.84,0.75,0.74,0.74,0.71
0.83,0.8,0.77,0.73,0.65,0.64
0.89,0.86,0.78,0.74,0.64,0.61
0.87,0.82,0.81,0.72,0.64,0.62
0.82,0.79,0.78,0.73,0.65,0.64
0.83,0.81,0.8,0.78,0.72,0.66
0.8,0.78,0.73,0.66,0.66,0.64
